sort,proddesc,batch,GL_reviewed,label_filename,label_completed(1=yes),URL,Link,Reference,publication_id,title,year,scale,north,south,east,west,series,authors
1796,10080,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_10080.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_10080.htm,"Johnson, E.A., Pierce, F.W., and Sigleo, W.R., 1990, Stratigraphic cross section showing Upper Paleocene coal-bearing rocks of the Tongue River Member of the Fort Union Formation in the Piney Canyon SE quadrangle, Weston County, southeastern Powder River Basin, Wyoming: U.S. Geological Survey, Miscellaneous Investigations Series Map I-2012, scale 1:24,000.",10080,"Stratigraphic cross section showing Upper Paleocene coal-bearing rocks of the Tongue River Member of the Fort Union Formation in the Piney Canyon SE quadrangle, Weston County, southeastern Powder River Basin, Wyoming",1990,24000,43.583,43.542,-105.033,-105.075,Miscellaneous Investigations Series Map I-2012,"Johnson, E.A.; Pierce, F.W.; Sigleo, W.R."
1805,2256,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_2256.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_2256.htm,"Johnson, R.B., 1971, Geologic map of the Laguna Ortiz quadrangle, San Miguel County, New Mexico: U.S. Geological Survey, Geologic Quadrangle Map GQ-956, scale 1:24,000.",2256,"Geologic map of the Laguna Ortiz quadrangle, San Miguel County, New Mexico",1971,24000,35.375,35.25,-105.5,-105.625,Geologic Quadrangle Map GQ-956,"Johnson, R.B."
1806,10555,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_10555.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_10555.htm,"Johnson, R.B., 1972, Geologic map of the North San Ysidro quadrangle, San Miguel County, New Mexico: U.S. Geological Survey, Geologic Quadrangle Map GQ-1007, scale 1:24,000.",10555,"Geologic map of the North San Ysidro quadrangle, San Miguel County, New Mexico",1972,24000,35.5,35.375,-105.5,-105.625,Geologic Quadrangle Map GQ-1007,"Johnson, R.B."
1807,8679,,,,0,https://ngmdb.usgs.gov/Prodesc/proddesc_8679.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_8679.htm,"Johnson, R.B., 1972, Geologic map of the Pecos quadrangle, San Miguel and Santa Fe Counties, New Mexico: U.S. Geological Survey, Open-File Report OF-72-194, scale 1:24,000.",8679,"Geologic map of the Pecos quadrangle, San Miguel and Santa Fe Counties, New Mexico",1972,24000,35.625,35.5,-105.625,-105.75,Open-File Report OF-72-194,"Johnson, R.B."
1808,10581,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_10581.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_10581.htm,"Johnson, R.B., 1972, Geologic map of the Rowe quadrangle, San Miguel and Santa Fe Counties, New Mexico: U.S. Geological Survey, Geologic Quadrangle Map GQ-1036, scale 1:24,000.",10581,"Geologic map of the Rowe quadrangle, San Miguel and Santa Fe Counties, New Mexico",1972,24000,35.5,35.375,-105.625,-105.75,Geologic Quadrangle Map GQ-1036,"Johnson, R.B."
1809,10622,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_10622.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_10622.htm,"Johnson, R.B., 1973, Geologic map of the Bull Canyon quadrangle, Santa Fe County, New Mexico: U.S. Geological Survey, Geologic Quadrangle Map GQ-1077, scale 1:24,000.",10622,"Geologic map of the Bull Canyon quadrangle, Santa Fe County, New Mexico",1973,24000,35.5,35.375,-105.75,-105.875,Geologic Quadrangle Map GQ-1077,"Johnson, R.B."
1810,11023,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_11023.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_11023.htm,"Johnson, R.B., 1973, Geologic map of the Pecos quadrangle, San Miguel and Santa Fe Counties, New Mexico: U.S. Geological Survey, Geologic Quadrangle Map GQ-1110, scale 1:24,000.",11023,"Geologic map of the Pecos quadrangle, San Miguel and Santa Fe Counties, New Mexico",1973,24000,35.625,35.5,-105.625,-105.75,Geologic Quadrangle Map GQ-1110,"Johnson, R.B."
1811,10703,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_10703.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_10703.htm,"Johnson, R.B., 1974, Geologic map of the Fort Union quadrangle, Mora County, New Mexico: U.S. Geological Survey, Geologic Quadrangle Map GQ-1164, scale 1:24,000.",10703,"Geologic map of the Fort Union quadrangle, Mora County, New Mexico",1974,24000,36,35.875,-105,-105.125,Geologic Quadrangle Map GQ-1164,"Johnson, R.B."
1812,10771,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_10771.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_10771.htm,"Johnson, R.B., 1975, Geologic map of the Galisteo quadrangle, Santa Fe County, New Mexico: U.S. Geological Survey, Geologic Quadrangle Map GQ-1234, scale 1:24,000.",10771,"Geologic map of the Galisteo quadrangle, Santa Fe County, New Mexico",1975,24000,35.5,35.375,-105.875,-106,Geologic Quadrangle Map GQ-1234,"Johnson, R.B."
1813,10811,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_10811.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_10811.htm,"Johnson, R.B., 1975, Geologic map of the Rainsville quadrangle, Mora County, New Mexico: U.S. Geological Survey, Geologic Quadrangle Map GQ-1276, scale 1:24,000.",10811,"Geologic map of the Rainsville quadrangle, Mora County, New Mexico",1975,24000,36,35.875,-105.125,-105.25,Geologic Quadrangle Map GQ-1276,"Johnson, R.B."
1814,3823,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_3823.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_3823.htm,"Johnson, R.C., 1975, Preliminary geologic map, oil shale yield histograms, and stratigraphic sections, Long Point quadrangle, Garfield County, Colorado: U.S. Geological Survey, Miscellaneous Field Studies Map MF-688, scale 1:24,000.",3823,"Preliminary geologic map, oil shale yield histograms, and stratigraphic sections, Long Point quadrangle, Garfield County, Colorado",1975,24000,39.5,39.375,-108.25,-108.375,Miscellaneous Field Studies Map MF-688,"Johnson, R.C."
1815,6730,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_6730.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_6730.htm,"Johnson, R.C., 1977, Geologic map of the Figure Four Spring quadrangle, Rio Blanco and Garfield Counties, Colorado: U.S. Geological Survey, Miscellaneous Field Studies Map MF-912, scale 1:24,000.",6730,"Geologic map of the Figure Four Spring quadrangle, Rio Blanco and Garfield Counties, Colorado",1977,24000,39.75,39.625,-108.375,-108.5,Miscellaneous Field Studies Map MF-912,"Johnson, R.C."
1816,3999,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_3999.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_3999.htm,"Johnson, R.C., 1977, Preliminary geologic map and cross section of the Saddle quadrangle, Garfield County, Colorado: U.S. Geological Survey, Miscellaneous Field Studies Map MF-829, scale 1:24,000.",3999,"Preliminary geologic map and cross section of the Saddle quadrangle, Garfield County, Colorado",1977,24000,39.5,39.375,-108.375,-108.5,Miscellaneous Field Studies Map MF-829,"Johnson, R.C."
1817,6648,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_6648.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_6648.htm,"Johnson, R.C., 1980, Preliminary geologic map of the Middle Dry Fork quadrangle, Garfield County, Colorado: U.S. Geological Survey, Miscellaneous Field Studies Map MF-1215, scale 1:24,000.",6648,"Preliminary geologic map of the Middle Dry Fork quadrangle, Garfield County, Colorado",1980,24000,39.5,39.375,-108.5,-108.625,Miscellaneous Field Studies Map MF-1215,"Johnson, R.C."
1818,6964,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_6964.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_6964.htm,"Johnson, R.C., 1981, Preliminary geologic map of the Desert Gulch quadrangle, Garfield County, Colorado: U.S. Geological Survey, Miscellaneous Field Studies Map MF-1328, scale 1:24,000.",6964,"Preliminary geologic map of the Desert Gulch quadrangle, Garfield County, Colorado",1981,24000,39.625,39.5,-108.375,-108.5,Miscellaneous Field Studies Map MF-1328,"Johnson, R.C."
1819,7765,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_7765.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_7765.htm,"Johnson, R.C., 1985, Preliminary geologic map of the Baxter Pass quadrangle, Garfield County, Colorado: U.S. Geological Survey, Miscellaneous Field Studies Map MF-1813, scale 1:24,000.",7765,"Preliminary geologic map of the Baxter Pass quadrangle, Garfield County, Colorado",1985,24000,39.625,39.5,-108.875,-109,Miscellaneous Field Studies Map MF-1813,"Johnson, R.C."
1820,7781,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_7781.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_7781.htm,"Johnson, R.C., 1985, Preliminary geologic map of the Winter Flats quadrangle, Garfield and Mesa Counties, Colorado: U.S. Geological Survey, Miscellaneous Field Studies Map MF-1777, scale 1:24,000.",7781,"Preliminary geologic map of the Winter Flats quadrangle, Garfield and Mesa Counties, Colorado",1985,24000,39.375,39.25,-108.375,-108.5,Miscellaneous Field Studies Map MF-1777,"Johnson, R.C."
1821,6591,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_6591.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_6591.htm,"Johnson, R.C., and Douglas, B.J., 1980, Preliminary geologic map of the Wagon Track Ridge quadrangle, Garfield and Mesa Counties, Colorado: U.S. Geological Survey, Miscellaneous Field Studies Map MF-1182, scale 1:24,000.",6591,"Preliminary geologic map of the Wagon Track Ridge quadrangle, Garfield and Mesa Counties, Colorado",1980,24000,39.375,39.25,-108.25,-108.375,Miscellaneous Field Studies Map MF-1182,"Johnson, R.C.; Douglas, B.J."
1823,2228,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_2228.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_2228.htm,"Johnson, W.D., 1971, Geologic map of the Rosine quadrangle, western Kentucky: U.S. Geological Survey, Geologic Quadrangle Map GQ-928, scale 1:24,000.",2228,"Geologic map of the Rosine quadrangle, western Kentucky",1971,24000,37.5,37.375,-86.625,-86.75,Geologic Quadrangle Map GQ-928,"Johnson, W.D."
1824,10590,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_10590.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_10590.htm,"Johnson, W.D., 1972, Geologic map of parts of the Newburgh and Yankeetown quadrangles, Henderson and Daviess Counties, Kentucky: U.S. Geological Survey, Geologic Quadrangle Map GQ-1045, scale 1:24,000.",10590,"Geologic map of parts of the Newburgh and Yankeetown quadrangles, Henderson and Daviess Counties, Kentucky",1972,24000,37.946,37.875,-87.275,-87.5,Geologic Quadrangle Map GQ-1045,"Johnson, W.D."
1825,10583,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_10583.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_10583.htm,"Johnson, W.D., 1972, Geologic map of the Reed quadrangle, Kentucky-Indiana: U.S. Geological Survey, Geologic Quadrangle Map GQ-1038, scale 1:24,000.",10583,"Geologic map of the Reed quadrangle, Kentucky-Indiana",1972,24000,37.875,37.75,-87.25,-87.375,Geologic Quadrangle Map GQ-1038,"Johnson, W.D."
1826,10633,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_10633.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_10633.htm,"Johnson, W.D., 1973, Geologic map of part of the Evansville South quadrangle, Henderson County, Kentucky: U.S. Geological Survey, Geologic Quadrangle Map GQ-1089, scale 1:24,000.",10633,"Geologic map of part of the Evansville South quadrangle, Henderson County, Kentucky",1973,24000,37.967,37.875,-87.5,-87.625,Geologic Quadrangle Map GQ-1089,"Johnson, W.D."
1827,10619,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_10619.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_10619.htm,"Johnson, W.D., 1973, Geologic map of part of the Henderson quadrangle, Henderson County, Kentucky: U.S. Geological Survey, Geologic Quadrangle Map GQ-1074, scale 1:24,000.",10619,"Geologic map of part of the Henderson quadrangle, Henderson County, Kentucky",1973,24000,37.875,37.75,-87.5,-87.625,Geologic Quadrangle Map GQ-1074,"Johnson, W.D."
1828,10677,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_10677.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_10677.htm,"Johnson, W.D., 1973, Geologic map of part of the Wilson quadrangle, Henderson County, Kentucky: U.S. Geological Survey, Geologic Quadrangle Map GQ-1136, scale 1:24,000.",10677,"Geologic map of part of the Wilson quadrangle, Henderson County, Kentucky",1973,24000,37.875,37.75,-87.625,-87.75,Geologic Quadrangle Map GQ-1136,"Johnson, W.D."
1829,10631,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_10631.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_10631.htm,"Johnson, W.D., 1973, Geologic map of the Delaware quadrangle, western Kentucky: U.S. Geological Survey, Geologic Quadrangle Map GQ-1087, scale 1:24,000.",10631,"Geologic map of the Delaware quadrangle, western Kentucky",1973,24000,37.75,37.625,-87.375,-87.5,Geologic Quadrangle Map GQ-1087,"Johnson, W.D."
1830,10634,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_10634.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_10634.htm,"Johnson, W.D., 1973, Geologic map of the Spottsville quadrangle, Henderson County, Kentucky: U.S. Geological Survey, Geologic Quadrangle Map GQ-1090, scale 1:24,000.",10634,"Geologic map of the Spottsville quadrangle, Henderson County, Kentucky",1973,24000,37.875,37.75,-87.375,-87.5,Geologic Quadrangle Map GQ-1090,"Johnson, W.D."
1831,10692,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_10692.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_10692.htm,"Johnson, W.D., 1974, Geologic map of parts of the West Franklin, Caborn, and Mount Vernon quadrangles, Henderson and Union Counties, Kentucky: U.S. Geological Survey, Geologic Quadrangle Map GQ-1152, scale 1:24,000.",10692,"Geologic map of parts of the West Franklin, Caborn, and Mount Vernon quadrangles, Henderson and Union Counties, Kentucky",1974,24000,37.925,37.875,-87.667,-87.942,Geologic Quadrangle Map GQ-1152,"Johnson, W.D."
1832,10895,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_10895.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_10895.htm,"Johnson, W.D., 1977, Geologic map of the Falls Of Rough quadrangle, western Kentucky: U.S. Geological Survey, Geologic Quadrangle Map GQ-1360, scale 1:24,000.",10895,"Geologic map of the Falls Of Rough quadrangle, western Kentucky",1977,24000,37.625,37.5,-86.5,-86.625,Geologic Quadrangle Map GQ-1360,"Johnson, W.D."
1833,1033,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_1033.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_1033.htm,"Johnson, W.D., 1978, Geologic map of the Madrid quadrangle, western Kentucky: U.S. Geological Survey, Geologic Quadrangle Map GQ-1482, scale 1:24,000.",1033,"Geologic map of the Madrid quadrangle, western Kentucky",1978,24000,37.625,37.5,-86.25,-86.375,Geologic Quadrangle Map GQ-1482,"Johnson, W.D."
1834,11007,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_11007.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_11007.htm,"Johnson, W.D., 1978, Geologic map of the McDaniels quadrangle, Grayson and Breckinridge Counties, Kentucky: U.S. Geological Survey, Geologic Quadrangle Map GQ-1473, scale 1:24,000.",11007,"Geologic map of the McDaniels quadrangle, Grayson and Breckinridge Counties, Kentucky",1978,24000,37.625,37.5,-86.375,-86.5,Geologic Quadrangle Map GQ-1473,"Johnson, W.D."
1835,7478,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_7478.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_7478.htm,"Johnson, W.D., 1985, Geologic map of the Morley quadrangle, Scott County, Missouri: U.S. Geological Survey, Miscellaneous Field Studies Map MF-1805, scale 1:24,000.",7478,"Geologic map of the Morley quadrangle, Scott County, Missouri",1985,24000,37.125,37,-89.5,-89.625,Miscellaneous Field Studies Map MF-1805,"Johnson, W.D."
1836,7488,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_7488.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_7488.htm,"Johnson, W.D., 1985, Geologic map of the Oran quadrangle, Scott and Stoddard Counties, Missouri: U.S. Geological Survey, Miscellaneous Field Studies Map MF-1804, scale 1:24,000.",7488,"Geologic map of the Oran quadrangle, Scott and Stoddard Counties, Missouri",1985,24000,37.125,37,-89.625,-89.75,Miscellaneous Field Studies Map MF-1804,"Johnson, W.D."
1837,7497,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_7497.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_7497.htm,"Johnson, W.D., 1985, Geologic map of the Scott City quadrangle and part of the Thebes quadrangle, Scott and Cape Girardeau Counties, Missouri: U.S. Geological Survey, Miscellaneous Field Studies Map MF-1803, scale 1:24,000.",7497,"Geologic map of the Scott City quadrangle and part of the Thebes quadrangle, Scott and Cape Girardeau Counties, Missouri",1985,24000,37.25,37.125,-89.4333,-89.625,Miscellaneous Field Studies Map MF-1803,"Johnson, W.D."
1838,2216,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_2216.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_2216.htm,"Johnson, W.D., Jr., 1971, Geologic map of the Horton quadrangle, Ohio County, Kentucky: U.S. Geological Survey, Geologic Quadrangle Map GQ-915, scale 1:24,000.",2216,"Geologic map of the Horton quadrangle, Ohio County, Kentucky",1971,24000,37.5,37.375,-86.75,-86.875,Geologic Quadrangle Map GQ-915,"Johnson, W.D., Jr."
1839,10753,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_10753.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_10753.htm,"Johnson, W.D., and Norris, R.L., 1974, Geologic map of the Smith Mills quadrangle, Henderson and Union Counties, Kentucky: U.S. Geological Survey, Geologic Quadrangle Map GQ-1215, scale 1:24,000.",10753,"Geologic map of the Smith Mills quadrangle, Henderson and Union Counties, Kentucky",1974,24000,37.875,37.75,-87.75,-87.875,Geologic Quadrangle Map GQ-1215,"Johnson, W.D.; Norris, R.L."
1840,10826,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_10826.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_10826.htm,"Johnson, W.D., and Norris, R.L., 1976, Geologic map of parts of the Uniontown and Wabash Island quadrangles, Union and Henderson Counties, Kentucky: U.S. Geological Survey, Geologic Quadrangle Map GQ-1291, scale 1:24,000.",10826,"Geologic map of parts of the Uniontown and Wabash Island quadrangles, Union and Henderson Counties, Kentucky",1976,24000,37.875,37.75,-87.875,-88.05,Geologic Quadrangle Map GQ-1291,"Johnson, W.D.; Norris, R.L."
1841,2058,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_2058.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_2058.htm,"Johnson, W.D., and Smith, A.E., 1968, Geologic map of part of the Owensboro East quadrangle in Daviess County, Kentucky: U.S. Geological Survey, Geologic Quadrangle Map GQ-751, scale 1:24,000.",2058,"Geologic map of part of the Owensboro East quadrangle in Daviess County, Kentucky",1968,24000,37.875,37.75,-87,-87.125,Geologic Quadrangle Map GQ-751,"Johnson, W.D.; Smith, A.E."
1842,1995,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_1995.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_1995.htm,"Johnson, W.D., and Smith, A.E., 1968, Geologic map of the Olaton quadrangle, western Kentucky: U.S. Geological Survey, Geologic Quadrangle Map GQ-687, scale 1:24,000.",1995,"Geologic map of the Olaton quadrangle, western Kentucky",1968,24000,37.625,37.5,-86.625,-86.75,Geologic Quadrangle Map GQ-687,"Johnson, W.D.; Smith, A.E."
1843,2141,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_2141.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_2141.htm,"Johnson, W.D., and Smith, A.E., 1969, Geologic map of the Sutherland quadrangle, Daviess County, Kentucky: U.S. Geological Survey, Geologic Quadrangle Map GQ-839, scale 1:24,000.",2141,"Geologic map of the Sutherland quadrangle, Daviess County, Kentucky",1969,24000,37.75,37.625,-87,-87.125,Geologic Quadrangle Map GQ-839,"Johnson, W.D.; Smith, A.E."
1844,10591,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_10591.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_10591.htm,"Johnson, W.D., and Smith, A.E., 1972, Geologic map of the Glenville quadrangle, McLean and Daviess Counties, Kentucky: U.S. Geological Survey, Geologic Quadrangle Map GQ-1046, scale 1:24,000.",10591,"Geologic map of the Glenville quadrangle, McLean and Daviess Counties, Kentucky",1972,24000,37.625,37.5,-87.125,-87.25,Geologic Quadrangle Map GQ-1046,"Johnson, W.D.; Smith, A.E."
1845,2292,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_2292.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_2292.htm,"Johnson, W.D., and Smith, A.E., 1972, Geologic map of the Utica quadrangle, western Kentucky: U.S. Geological Survey, Geologic Quadrangle Map GQ-995, scale 1:24,000.",2292,"Geologic map of the Utica quadrangle, western Kentucky",1972,24000,37.625,37.5,-87,-87.125,Geologic Quadrangle Map GQ-995,"Johnson, W.D.; Smith, A.E."
1846,10776,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_10776.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_10776.htm,"Johnson, W.D., and Smith, A.E., 1975, Geologic map of the Calhoun quadrangle, western Kentucky: U.S. Geological Survey, Geologic Quadrangle Map GQ-1239, scale 1:24,000.",10776,"Geologic map of the Calhoun quadrangle, western Kentucky",1975,24000,37.625,37.5,-87.25,-87.375,Geologic Quadrangle Map GQ-1239,"Johnson, W.D.; Smith, A.E."
1847,10805,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_10805.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_10805.htm,"Johnson, W.D., Smith, A.E., and Fairer, G.M., 1975, Geologic map of the Morganfield quadrangle, Union County, Kentucky: U.S. Geological Survey, Geologic Quadrangle Map GQ-1269, scale 1:24,000.",10805,"Geologic map of the Morganfield quadrangle, Union County, Kentucky",1975,24000,37.75,37.625,-87.875,-88,Geologic Quadrangle Map GQ-1269,"Johnson, W.D.; Smith, A.E.; Fairer, G.M."
1848,630,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_630.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_630.htm,"Johnston, J.E., 1962, Geology of the Lenox quadrangle, Kentucky: U.S. Geological Survey, Geologic Quadrangle Map GQ-181, scale 1:24,000.",630,"Geology of the Lenox quadrangle, Kentucky",1962,24000,38,37.875,-83.125,-83.25,Geologic Quadrangle Map GQ-181,"Johnston, J.E."
1853,4605,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_4605.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_4605.htm,"Jones, W.R., Hernon, R.M., and Moore, S.L., 1967, General geology of the Santa Rita quadrangle, Grant County, New Mexico: U.S. Geological Survey, Professional Paper 555, scale 1:24,000.",4605,"General geology of the Santa Rita quadrangle, Grant County, New Mexico",1967,24000,32.875,32.75,-108,-108.125,Professional Paper 555,"Jones, W.R.; Hernon, R.M.; Moore, S.L."
1854,2167,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_2167.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_2167.htm,"Jones, W.R., Moore, S.L., and Pratt, W.P., 1970, Geologic map of the Fort Bayard quadrangle, Grant County, New Mexico: U.S. Geological Survey, Geologic Quadrangle Map GQ-865, scale 1:24,000.",2167,"Geologic map of the Fort Bayard quadrangle, Grant County, New Mexico",1970,24000,32.875,32.75,-108.125,-108.25,Geologic Quadrangle Map GQ-865,"Jones, W.R.; Moore, S.L.; Pratt, W.P."
1855,75348,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_75348.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_75348.htm,"Jordan, R.L., and Miller, T.S., 1980, Surficial geology of Redfield quadrangle, Oswego County, New York: U.S. Geological Survey, Open-File Report OF-80-1118, scale 1:24,000.",75348,"Surficial geology of Redfield quadrangle, Oswego County, New York",1980,24000,43.625,43.5,-75.75,-75.875,Open-File Report OF-80-1118,"Jordan, R.L.; Miller, T.S."
1856,7266,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_7266.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_7266.htm,"Jordan, T.E., 1985, Geologic map of the Bulls Pass quadrangle, Box Elder County, Utah: U.S. Geological Survey, Miscellaneous Field Studies Map MF-1491, scale 1:24,000.",7266,"Geologic map of the Bulls Pass quadrangle, Box Elder County, Utah",1985,24000,41.875,41.75,-112.5,-112.625,Miscellaneous Field Studies Map MF-1491,"Jordan, T.E."
1859,1963,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_1963.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_1963.htm,"Kanizay, S.P., and Cressman, E.R., 1967, Geologic map of the Centerville quadrangle, central Kentucky: U.S. Geological Survey, Geologic Quadrangle Map GQ-653, scale 1:24,000.",1963,"Geologic map of the Centerville quadrangle, central Kentucky",1967,24000,38.25,38.125,-84.375,-84.5,Geologic Quadrangle Map GQ-653,"Kanizay, S.P.; Cressman, E.R."
1860,20714,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_20714.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_20714.htm,"Kaye, C.A., 1960, Surficial geology of the Kingston quadrangle, Rhode Island: U.S. Geological Survey, Bulletin 1071-I, scale 1:24,000.",20714,"Surficial geology of the Kingston quadrangle, Rhode Island",1960,24000,41.5,41.358,-71.5,-71.625,Bulletin 1071-I,"Kaye, C.A."
1861,6687,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_6687.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_6687.htm,"Kaye, C.A., 1980, Bedrock geologic maps of the Boston North, Boston South, and Newton quadrangles, Massachusetts: U.S. Geological Survey, Miscellaneous Field Studies Map MF-1241, scale 1:24,000.",6687,"Bedrock geologic maps of the Boston North, Boston South, and Newton quadrangles, Massachusetts",1980,24000,42.5,42.25,-71,-71.25,Miscellaneous Field Studies Map MF-1241,"Kaye, C.A."
1862,8366,,,,0,https://ngmdb.usgs.gov/Prodesc/proddesc_8366.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_8366.htm,"Keefer, W.R., 1969, Preliminary geologic map of the Neihart (7 1/2 minute) quadrangle, Cascade and Judith Basin Counties, Montana: U.S. Geological Survey, Open-File Report OF-69-136, scale 1:24,000.",8366,"Preliminary geologic map of the Neihart (7 1/2 minute) quadrangle, Cascade and Judith Basin Counties, Montana",1969,24000,47,46.875,-110.625,-110.75,Open-File Report OF-69-136,"Keefer, W.R."
1863,706,,,,1,https://ngmdb.usgs.gov/Prodesc/proddesc_706.htm,https://ngmdb.usgs.gov/Prodesc/proddesc_706.htm,"Kehn, T.M., 1963, Geology of the Madisonville East quadrangle, Kentucky: U.S. Geological Survey, Geologic Quadrangle Map GQ-252, scale 1:24,000.",706,"Geology of the Madisonville East quadrangle, Kentucky",1963,24000,37.375,37.25,-87.375,-87.5,Geologic Quadrangle Map GQ-252,"Kehn, T.M."
